timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_status,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,joint_position_deviation_ratio
375.806,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.14744900000000002,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.81399999999996,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.203773,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.822,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.135103,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.83,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.280715,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.83799999999997,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.139774,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.846,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.184892,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.854,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.137202,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.86199999999997,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.190435,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.87,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.13931800000000003,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.878,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.136596,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.88599999999997,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.155507,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.894,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.135552,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.902,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.17789,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.90999999999997,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.13696,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.918,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.189333,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.926,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.13549799999999998,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
375.93399999999997,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-3.4212418312965197e-16,15.296123822068932,12.325157033029516,3.4157291214951355,0.07232369285144273,0.0,-1.6006999999999998,-1.7271,-2.2029999999999994,-0.8079999999999998,1.5951,-0.030999999999999694,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.149282400333335e-17,1.4080212952355335,1.5858513028299868,0.9008337385547687,0.019074001567470238,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13686153755620156,-0.26718082173811863,0.14697126111753378,-0.0012213596815925638,3.1162765284819756,0.038891915636886834,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,25.0,24.5,24.0,23.5,23.0,0.18523699999999999,7,253,253,253,253,253,253,1,-0.24626992031694836,0.24493893696896454,-9.813855309892418,0.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0
